scenario_id,target_id,model,prediction_id,market_id,question,entity,direction,anchor_ts,exit_ts,entry_price,exit_price,stake,shares,pnl,realized,skip_reason
TRD01,target_up_1h,limix,ea2dc169-5c56-4478-b1a4-c0cadf9f688d,2698776,"Will there be no next Google Gemini Pro model release by July 31, 2026?",GEMINI,long_yes,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,e417ee78-0995-48bb-92f1-0380a437a45c,2730118,Will WTI Crude Oil (WTI) hit (HIGH) $85 in July?,,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.22,0.165,100.0,454.54545454545456,-24.999999999999996,True,
TRD01,target_up_1h,limix,5c3b6d48-d29e-4b3c-a5bf-910eec38942d,2758337,"Will Bitcoin reach $72,500 in July?",BTC,long_no,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.9299999999999999,0.925,100.0,107.52688172043011,-0.5376344086021391,True,
TRD01,target_up_1h,limix,11e26f1e-f9f9-4e26-a30a-5a2dba39ad92,2761559,"Will the United States send warships through the Strait of Hormuz by July 31, 2026?",,long_yes,2026-07-13T08:00:00+00:00,,0.29,,100.0,,,False,no_future_snapshot
TRD01,target_up_1h,limix,eb6f9f85-f4cf-4268-8a38-38ac7be1b842,2791012,"Will Elon Musk post 180-199 tweets from July 7 to July 14, 2026?",,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.312,0.3125,100.0,320.5128205128205,0.16025641025641038,True,
TRD01,target_up_1h,limix,0b1a7f4f-68d0-43da-9163-bcca9051841f,2791018,"Will Elon Musk post 220-239 tweets from July 7 to July 14, 2026?",,long_no,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,e1e4f607-1420-4b22-a1db-3fdf0e5bb074,2791021,"Will Elon Musk post 240-259 tweets from July 7 to July 14, 2026?",,long_no,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.982,0.9825,100.0,101.83299389002036,0.05091649694501588,True,
TRD01,target_up_1h,limix,e5c1dc21-78f1-4608-965f-3e045825a445,2818012,"Will the price of Ethereum be above $1,800 on July 13?",ETH,long_no,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.69,0.645,100.0,144.92753623188406,-6.5217391304347725,True,
TRD01,target_up_1h,limix,7645d999-5ec3-4a94-b37c-818201c65442,2818085,"Will the price of Bitcoin be above $62,000 on July 13?",BTC,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.889,0.9375,100.0,112.4859392575928,5.455568053993249,True,
TRD01,target_up_1h,limix,8332c715-13cc-4672-a49a-133ae2039050,2818089,"Will the price of Bitcoin be above $64,000 on July 13?",BTC,long_no,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.92,0.885,100.0,108.69565217391303,-3.8043478260869596,True,
TRD01,target_up_1h,limix,f0f77c35-3648-4f01-8f98-3db7b34d15be,2833078,"Will the price of Ethereum be above $1,700 on July 14?",ETH,long_yes,2026-07-13T08:00:00+00:00,,0.936,,100.0,,,False,no_future_snapshot
TRD01,target_up_1h,limix,2568bf64-bc8f-4770-96e7-f7e8e2c078e6,2851418,Iran military action against a Gulf State on July 13?,IRAN,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.75,0.74,100.0,133.33333333333334,-1.3333333333333346,True,
TRD01,target_up_1h,limix,d24ed5d8-ed79-4824-90e7-bf55de4216e6,2851419,Iran military action against a Gulf State on July 14?,IRAN,long_no,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,2eec7533-042d-4026-b501-f95b4bc178c8,2860426,"Will Elon Musk post <40 tweets from July 11 to July 13, 2026?",,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.92,0.925,100.0,108.69565217391303,0.5434782608695656,True,
TRD01,target_up_1h,limix,cb16b214-e8d0-41ce-a6c7-c87677bab82b,2860429,"Will Elon Musk post 40-64 tweets from July 11 to July 13, 2026?",,long_no,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,df01f271-a5b3-47f3-a5d8-970211b3ec8f,2861255,"Will Bitcoin dip to $62,500 in July?",BTC,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.92,0.88,100.0,108.69565217391303,-4.347826086956525,True,
TRD01,target_up_1h,limix,8d49e6f1-2675-4056-ab8d-53a081091aa3,2869916,SPY (SPY) Up or Down on July 13?,,long_yes,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,babbf87a-77d8-4dba-8940-291840cd6cd4,2870902,Counter-Strike: GenOne vs RUSTEC (BO3) - European Pro League Series 8 Group D,,long_yes,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,229ce76b-6aae-4121-bf49-3d4b676530c6,2898088,Counter-Strike: Brute vs Honvéd - Map 1 Winner,,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.51,0.505,100.0,196.078431372549,-0.980392156862746,True,
TRD01,target_up_1h,limix,78d6daeb-a0c2-4c9f-b33d-02515b69f161,2898135,Counter-Strike: FaZe Up Next vs Alpha Dominion Nation (BO3) - United21 Playoffs,,long_yes,2026-07-13T08:00:00+00:00,2026-07-13T09:00:00+00:00,0.65,0.5800000000000001,100.0,153.84615384615384,-10.769230769230761,True,
TRD01,target_up_1h,limix,160c404f-3d9a-4dab-9e17-9ff22d1fb792,2898362,Counter-Strike: Honvéd vs Julie&cie (BO3) - NODWIN Clutch Series Play-In Group A,,long_yes,2026-07-13T08:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,52fc8e19-0ae8-422c-86d0-542f1711b81b,1339767,"Will Bitcoin dip to $50,000 by December 31, 2026?",BTC,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.44,0.435,100.0,227.27272727272728,-1.1363636363636374,True,
TRD01,target_up_1h,limix,4ac339a1-f93b-4221-8613-e5b13dcfdf92,1697034,Will the Fed Pause–Pause–Pause in the next three decisions (Apr–Jun–Jul)?,FED,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,351bffc3-b226-4716-bfc7-d9487ddca4f3,1697038,Will the Fed decide differently in the next three decisions (Apr–Jun–Jul)?,FED,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,cde87763-db03-4a57-b13b-b0427aa060b2,1808546,Fed Rate Hike by July 2026 Meeting?,FED,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,f00d2885-8c9d-4710-aa82-1b17e831c437,1808547,Fed Rate Hike by September 2026 Meeting?,FED,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,d1fcadfc-d567-4ce7-ac63-f3520f2ea7e3,1931104,Will LeBron James play for the Cleveland Cavaliers in 2026-27?,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.53,0.5385,100.0,188.67924528301887,1.6037735849056514,True,
TRD01,target_up_1h,limix,655e06b2-fa4d-4ee8-be30-fbfcfe87ecde,1931114,Will LeBron James play for the Miami Heat in 2026-27?,,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.155,0.161,100.0,645.1612903225806,3.870967741935487,True,
TRD01,target_up_1h,limix,c644fd6f-8737-4382-978c-141247fd3c3a,1931121,Will LeBron James play for the Philadelphia 76ers in 2026-27?,,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.074,0.0755,100.0,1351.3513513513515,2.027027027027029,True,
TRD01,target_up_1h,limix,90ede4da-fe9a-4b58-a70c-d7342b22d3d0,2009764,Will China GDP growth in Q2 2026 be between 4.3% and 4.6%?,CHINA,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,ff47edee-d62b-49d8-a65a-5957749e4c03,2252245,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,FED,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,337c96c1-4418-4adf-8cb1-fd326810e114,2587796,Will the ECB announce no change at the September 2026 meeting?,,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,94e63b2e-09ea-4e8f-ac30-47855ae040dc,2643403,Will the US announce withdrawal from MOU negotiations by July 31?,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.78,0.7949999999999999,100.0,128.2051282051282,1.9230769230769105,True,
TRD01,target_up_1h,limix,baf386c0-57e8-493b-9c81-d4a041252b5b,2646850,"US x Iran diplomatic meeting by July 31, 2026?",IRAN,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.76,0.765,100.0,131.57894736842104,0.6578947368421058,True,
TRD01,target_up_1h,limix,a6d8c5e5-538a-49c0-944d-2406281ce227,2663611,US-Iran 60 day negotiation period extended?,IRAN,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.61,0.6,100.0,163.9344262295082,-1.6393442622950836,True,
TRD01,target_up_1h,limix,5d2e47ca-8432-4ca3-a515-c6351fd99c4f,2686770,Iran full airspace closure by July 31?,IRAN,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.71,0.735,100.0,140.84507042253523,3.521126760563384,True,
TRD01,target_up_1h,limix,7f770a9f-440a-4765-bca7-461df9d3f403,2696747,"US-Iran Final Nuclear Deal by December 31, 2026?",IRAN,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.7,0.6950000000000001,100.0,142.85714285714286,-0.7142857142856991,True,
TRD01,target_up_1h,limix,abd72c22-779e-4cc6-9046-1e46bffd99dd,2696759,0 ships transit Hormuz on any date by July 14?,,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,fc4dd47e-6aa5-409c-9e05-08dd762e6fbf,2698549,"Will 60 ships transit the Strait of Hormuz on any day by July 31, 2026?",,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,55060436-a5a7-4ca4-a5de-2ad008ae2872,2698835,Will there be between 0 and 20 average daily transits of the Strait of Hormuz on July 31?,,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,f9ca139b-3e28-4b39-9f90-30a6d290be13,2730117,Will WTI Crude Oil (WTI) hit (HIGH) $95 in July?,,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,be78e4fc-7d36-4ca4-b76f-7c577d8c5bb8,2730118,Will WTI Crude Oil (WTI) hit (HIGH) $85 in July?,,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.53,0.53,100.0,188.67924528301887,0.0,True,
TRD01,target_up_1h,limix,701894e0-8862-412a-aa9a-4844686a4184,2730119,Will WTI Crude Oil (WTI) hit (LOW) $65 in July?,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.9,0.895,100.0,111.11111111111111,-0.555555555555556,True,
TRD01,target_up_1h,limix,2a697fc8-03ba-4940-80df-9fc1cdb876be,2732525,"Will Russia and Ukraine hold any diplomatic meeting by July 31, 2026?",UKRAINE,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,b3bef85f-84e0-41a5-9409-49014a761f99,2758338,"Will Bitcoin reach $70,000 in July?",BTC,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,03ae8d92-424b-466f-aa0a-d5aad166e61e,2758339,"Will Bitcoin reach $67,500 in July?",BTC,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.7,0.6950000000000001,100.0,142.85714285714286,-0.7142857142856991,True,
TRD01,target_up_1h,limix,bc7cde6a-c7d9-4ce7-9b28-5f0c1a545351,2758340,"Will Bitcoin reach $65,000 in July?",BTC,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.42000000000000004,0.395,100.0,238.09523809523807,-5.952380952380957,True,
TRD01,target_up_1h,limix,ea378cfa-fa1c-4119-8eae-4abb8892ad63,2758343,"Will Bitcoin dip to $57,500 in July?",BTC,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.32,0.315,100.0,312.5,-1.5625000000000013,True,
TRD01,target_up_1h,limix,31dc75ef-a88d-427b-baa1-025ca91ec4cb,2758344,"Will Bitcoin dip to $55,000 in July?",BTC,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.18,0.175,100.0,555.5555555555555,-2.7777777777777803,True,
TRD01,target_up_1h,limix,ff82656c-1a14-4528-8250-13379f9fc6aa,2758358,"Will Ethereum reach $2,000 in July?",ETH,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.77,0.765,100.0,129.87012987012986,-0.6493506493506499,True,
TRD01,target_up_1h,limix,dae24705-2e77-44ae-88f6-a93072ba132e,2791016,"Will Elon Musk post 200-219 tweets from July 7 to July 14, 2026?",,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.62,0.685,100.0,161.29032258064515,10.483870967741945,True,
TRD01,target_up_1h,limix,ea02ce63-d2b5-45bb-8a8b-bc5b89a82fa2,2791018,"Will Elon Musk post 220-239 tweets from July 7 to July 14, 2026?",,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.984,0.984,100.0,101.6260162601626,0.0,True,
TRD01,target_up_1h,limix,4ed2841c-572a-4bec-bfa4-29eb13a3fdd2,2813269,Will Microstrategy announce selling any Bitcoin July 7-13?,BTC,long_no,2026-07-14T02:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,f4a2c735-64e9-471a-8538-022df0f8ade1,2817896,"Will Bitcoin dip to $60,000 in July?",BTC,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,cfcfb51e-8b77-468a-aba4-c1b034b0cbdc,2820498,"Will 50 ships transit the Strait of Hormuz on any day by July 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,d4c37e6b-3869-4812-bdd7-068196a4bafb,2833078,"Will the price of Ethereum be above $1,700 on July 14?",ETH,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.029000000000000026,0.02400000000000002,100.0,3448.2758620689624,-17.241379310344826,True,
TRD01,target_up_1h,limix,b343ba3f-a858-4bf2-bc75-07b8b3cb868c,2833129,"Will the price of Bitcoin be above $62,000 on July 14?",BTC,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.32999999999999996,0.275,100.0,303.03030303030306,-16.66666666666665,True,
TRD01,target_up_1h,limix,e089eaf2-9a89-4f56-b85d-d1ca211f1dfa,2833134,"Will the price of Bitcoin be above $64,000 on July 14?",BTC,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.954,0.9475,100.0,104.82180293501048,-0.6813417190775629,True,
TRD01,target_up_1h,limix,35d0505e-bc3c-40e1-8f95-e7738a49db9a,2845812,Over $30M committed to the Credible public sale?,,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,b54b078c-81cf-4eac-846a-9cd91f23c4bb,2846320,"Will the price of Bitcoin be above $60,000 on July 15?",BTC,long_no,2026-07-14T02:30:00+00:00,,0.06000000000000005,,100.0,,,False,no_future_snapshot
TRD01,target_up_1h,limix,940aaebe-bab3-46c7-ab7a-90df91fccfa4,2850431,"Will the Houthis successfully target shipping by July 17, 2026?",,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.8200000000000001,0.8175,100.0,121.95121951219511,-0.3048780487804948,True,
TRD01,target_up_1h,limix,3f2c5aff-eb03-4969-a0f2-b69b0567b519,2850432,"Will the Houthis successfully target shipping by July 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,c0b13ce3-e3c4-4672-8038-0747806ac606,2850433,"Will the Houthis successfully target shipping by August 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,2a38af63-929f-4a4a-827e-97b3cc4b37a8,2851419,Iran military action against a Gulf State on July 14?,IRAN,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,a01d687c-0770-42c9-b45b-0548a2e4be8f,2851425,Iran military action against a Gulf State on July 20?,IRAN,long_yes,2026-07-14T02:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,73115079-37a0-4713-aca0-133375dae11b,2851427,Iran military action against a Gulf State on July 22?,IRAN,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,82357323-9624-47e6-845b-dbb50f63053f,2851431,Iran military action against a Gulf State on July 26?,IRAN,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,78b18492-6599-4726-b1e1-a51087706501,2851432,Iran military action against a Gulf State on July 27?,IRAN,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,9960b7a3-4d2e-462c-ae03-cfbf55d2ad23,2851434,Iran military action against a Gulf State on July 29?,IRAN,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,882d3a29-f1df-4db6-914b-c33c814faaf8,2851435,Iran military action against a Gulf State on July 30?,IRAN,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,a57842a8-2090-401e-85ff-cef286580829,2851436,Iran military action against a Gulf State on July 31?,IRAN,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,2fda74de-8864-412c-a25c-08c49191c8f0,2853039,Will the US announce withdrawal from MOU negotiations by July 17?,,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,90aaa7c9-c195-49ab-bead-c324394576b6,2853082,"Will 40 ships transit the Strait of Hormuz on any day by July 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,fd6faa62-7306-40f9-85d5-e7d532fcb9dd,2863245,"Will the next Claude Opus model be released by July 31, 2026?",CLAUDE,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,e2e3b714-4a2b-4c57-af51-f0f79a806e5a,2871249,"Will the price of Ethereum be above $1,600 on July 17?",ETH,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,493c0057-80fd-48df-b4b0-3d403a41cd38,2891204,Granby: Aleksandar Vukic vs Liam Broady,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.268,0.808,100.0,373.13432835820896,201.49253731343285,True,
TRD01,target_up_1h,limix,9d849cb0-37f7-4e38-88a1-06eb11923aa1,2891323,Lincoln: J.J. Wolf vs Andrew Fenty,,long_yes,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,ea485d78-2b2f-494a-b069-dbd18aff29de,2898155,Counter-Strike: SPARTA vs ENCE (BO3) - European Pro League Series 8 Group C,,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.67,0.665,100.0,149.25373134328356,-0.7462686567164185,True,
TRD01,target_up_1h,limix,5349b1e6-7057-4a8b-89ea-7155cce59c28,2898294,Counter-Strike: eSuba vs Misa Esports (BO3) - United21 Playoffs,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.6699999999999999,0.665,100.0,149.2537313432836,-0.7462686567164021,True,
TRD01,target_up_1h,limix,e63d739e-6075-4100-a13f-b738fa431317,2900978,Bitcoin Up or Down on July 14?,BTC,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.5700000000000001,0.5449999999999999,100.0,175.43859649122805,-4.385964912280725,True,
TRD01,target_up_1h,limix,00291e9f-ba79-4ff2-b5c9-64ca4badb7cc,2901783,"Will Bitcoin dip to $58,000 July 13-19?",BTC,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.1,0.11499999999999999,100.0,1000.0,14.999999999999986,True,
TRD01,target_up_1h,limix,4f327500-b773-43cb-853b-0e1a4dcd1a4a,2901821,"Will Ethereum reach $2,000 July 13-19?",ETH,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,7c95619e-79a0-45ac-8401-17bcea05d9e3,2901833,"Will Ethereum dip to $1,750 on July 13?",ETH,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD01,target_up_1h,limix,33fd202a-899a-4531-8ccd-0ae87503352b,676739,Will NVIDIA be the largest company in the world by market cap on December 31?,,long_no,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.33999999999999997,0.33499999999999996,100.0,294.11764705882354,-1.470588235294119,True,
TRD01,target_up_1h,limix,ececbc2a-cc3e-4403-b8fc-649338271a48,701501,"Will Bitcoin dip to $55,000 by December 31, 2026?",BTC,long_yes,2026-07-14T02:30:00+00:00,2026-07-14T03:30:00+00:00,0.61,0.605,100.0,163.9344262295082,-0.8196721311475418,True,
TRD02,target_delta_6h,mean_reversion,60c587c2-6b10-42af-9b0f-6108abe11905,1831671,"Will any AI model reach 1550 Math Arena Score by December 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD02,target_delta_6h,mean_reversion,2abf30f1-7a1d-4c02-94f0-199907e881d6,2491373,Will annual inflation be 3.8% in June?,,long_no,2026-07-14T02:30:00+00:00,,0.51,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,d636d5d1-79ea-429b-8f02-32371fba4a4f,2757806,Iran charges Hormuz fees by October 31?,IRAN,long_no,2026-07-14T02:30:00+00:00,,0.38,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,8062d625-a474-452c-aef3-d8ab0cfd2444,2758339,"Will Bitcoin reach $67,500 in July?",BTC,long_yes,2026-07-14T02:30:00+00:00,,0.31,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,1d29748a-7e9d-428f-9925-5ff436533ccf,2758340,"Will Bitcoin reach $65,000 in July?",BTC,long_yes,2026-07-14T02:30:00+00:00,,0.59,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,03b2e252-eb5f-4542-8635-609320a120d4,2791012,"Will Elon Musk post 180-199 tweets from July 7 to July 14, 2026?",,long_no,2026-07-14T02:30:00+00:00,,0.42100000000000004,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,cc7f5271-e0f9-4c02-b256-c0fbc152a0ee,2791016,"Will Elon Musk post 200-219 tweets from July 7 to July 14, 2026?",,long_yes,2026-07-14T02:30:00+00:00,,0.39,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,4c20ab39-edfe-48a0-8908-498c537f77b8,2833129,"Will the price of Bitcoin be above $62,000 on July 14?",BTC,long_yes,2026-07-14T02:30:00+00:00,,0.68,,100.0,,,False,no_future_snapshot
TRD02,target_delta_6h,mean_reversion,c9fe125b-857d-45e9-af44-de652945392c,2850433,"Will the Houthis successfully target shipping by August 31, 2026?",,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD02,target_delta_6h,mean_reversion,3b875f26-55a5-4ff3-b118-dd0252c7ebfd,2851425,Iran military action against a Gulf State on July 20?,IRAN,long_yes,2026-07-14T02:00:00+00:00,,,,100.0,,,False,entry_spread_too_wide
TRD02,target_delta_6h,mean_reversion,21377526-8518-4040-bd67-4dcc091c0382,2851427,Iran military action against a Gulf State on July 22?,IRAN,long_no,2026-07-14T02:30:00+00:00,,,,100.0,,,False,entry_spread_too_wide
